,0
189,"{'cells': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('recent', -0.00013010894707676142), ('studies', 0.008402942576033532), ('revealed', 0.006425357898605827), ('that', 0.07381111621534395), ('p', 0.026220598273903734), ('##21', 0.00732838590175861), ('##wa', 0.05006110282434167), ('##f', 0.0700618318108651), ('##1', -0.013115927236038168), ('protects', 0.18410338353145203), ('cells', 0.9650762141766316), ('from', 0.10510335348469711), ('a', 0.03782071732880775), ('##pop', 0.030880660085571825), ('##tosis', 0.034721941078887125), ('by', 0.010303567121918723), ('arrest', 0.021767380817643373), ('##ing', 0.015704005702471453), ('them', 0.03069598847952229), ('in', 0.02027581981603734), ('g', 0.011515213923767875), ('##1', 0.0029252338883547072), ('and', 0.002609578910947958), ('further', 0.0066026090481568975), ('binds', 0.005184208594018626), ('to', 0.014617390235144967), ('pro', 0.013569805696810497), ('-', 0.027119006178979523), ('ca', 0.0018588163868031346), ('##sp', 0.007630383856627495), ('##ase', 0.008118444019362148), ('-', 0.020909756688396966), ('3', 0.013686374531306448), (',', 0.0063730175494492464), ('preventing', 0.01658307971822262), ('its', 0.01678191369213914), ('activation', 0.015165186734578142), ('and', 0.01915496822251552), ('thus', 0.011456435594292816), (',', 0.011978436961810316), ('in', 0.00455573467504827), ('##hibit', 0.0011024475514851207), ('##ing', 0.009664629899443469), ('the', 0.0008669673280049282), ('a', 0.011207888252394356), ('##pop', 0.0030077610077490972), ('##to', 0.0017634648866284611), ('##tic', 0.008557287304803601), ('ca', 0.0067555086547741675), ('##sca', 0.004214688815438779), ('##de', 0.006215000233084636), ('.', 0.0052619802298917474), ('[SEP]', 0.0)]}}"
190,"{'e': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('a', 0.0013647711990222146), ('series', 0.04919818212334057), ('of', 0.12015171741121684), ('e', 0.14587563660430392), ('##pit', 0.1493596208563461), ('##hel', 0.23204015257424557), ('##ial', 0.17077485634693987), ('cell', 0.8526475204104085), ('lines', 0.28621606023791635), ('and', 0.07248631682742067), ('a', 0.005535595888217342), ('single', 0.03465549792690417), ('fi', 0.020466834165745847), ('##bro', 0.013754149576531219), ('##blast', 0.06593297958636636), ('cell', 0.08342235297634652), ('line', 0.06664084995818269), ('established', 0.027430435442830622), ('in', 0.021789052290133035), ('this', 0.026504149059075714), ('way', 0.02172870615973914), ('were', 0.015742430398527626), ('anal', 0.016755406792213347), ('##ys', 0.013424097286245629), ('##ed', 0.02236341882836155), ('for', 0.01526642775568223), ('the', 0.016367910820638005), ('presence', 0.00644615912011163), ('of', 0.02650487958765562), ('transforming', 0.006112451275037178), ('genes', 0.0042941905241685), ('by', 0.012517337750453009), ('d', 0.019429818897260916), ('##na', 0.005737652915708012), ('trans', 0.01926001015208491), ('##fect', 0.03287994789746852), ('##ion', 0.026384412278228065), ('into', 0.019031364578404236), ('ni', 0.02876636305444952), ('##h', 0.03551710756615245), ('##3', 0.024742137831511815), ('##t', 0.03703807932937056), ('##3', 0.022815973409780248), ('cells', 0.1101291036597167), ('.', 0.008168877783477978), ('[SEP]', 0.0)]}, 'fi': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('a', -0.0028593545735208408), ('series', 0.02517983627761908), ('of', 0.05672070053135183), ('e', 0.03523821828893033), ('##pit', 0.020332699780390904), ('##hel', 0.07013140253010094), ('##ial', 0.04121764542616757), ('cell', 0.4661606222144678), ('lines', 0.19400777101428748), ('and', 0.052954965291136274), ('a', 0.02806609239856141), ('single', 0.07923979680650593), ('fi', 0.20134865080898628), ('##bro', 0.15333912174362066), ('##blast', 0.5512446783301382), ('cell', 0.47656422720116703), ('line', 0.20771802618501486), ('established', 0.08192988166545236), ('in', 0.05549689209639295), ('this', 0.05072232309784038), ('way', 0.032940352944615774), ('were', 0.039829320489778525), ('anal', 0.018771260292371365), ('##ys', 0.02041508921839992), ('##ed', 0.03429898648897865), ('for', 0.01591064326604362), ('the', 0.02648769704173471), ('presence', 0.02705990593075475), ('of', 0.023001485475131044), ('transforming', 0.003915779374389812), ('genes', 0.008970875804197339), ('by', 0.012554468843450834), ('d', 0.015803290853662708), ('##na', -0.0001574959083166951), ('trans', 0.02225400451964554), ('##fect', 0.043334109731846926), ('##ion', 0.053173105196851665), ('into', 0.02199166475119783), ('ni', 0.03669473107561451), ('##h', 0.07562473347755636), ('##3', 0.06835973877276064), ('##t', 0.08021852995710926), ('##3', 0.05586736203145193), ('cells', 0.1946857660763287), ('.', 0.01686694193983288), ('[SEP]', 0.0)]}, 'ni': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('a', 0.012133686834086888), ('series', 0.01876427431779422), ('of', 0.03395984450983079), ('e', 0.009557396375373442), ('##pit', 0.0020568566255336437), ('##hel', 0.014305729815261863), ('##ial', 0.010813180024390617), ('cell', 0.15846778849170381), ('lines', 0.09295403379670325), ('and', 0.04264103228282937), ('a', 0.018801974243859328), ('single', 0.006513171541554585), ('fi', 0.017643186794765925), ('##bro', -0.012065327701353854), ('##blast', 0.011808382502187641), ('cell', 0.04687662217068529), ('line', 0.056466571274200704), ('established', 0.023033751772264282), ('in', 0.043699039856669626), ('this', 0.059232734305900446), ('way', 0.03434114365157423), ('were', 0.022970837754883015), ('anal', 0.021367321435462123), ('##ys', 0.02891200013776201), ('##ed', 0.03967436176583994), ('for', 0.024807546645703893), ('the', 0.04819294332847073), ('presence', 0.024616694313834623), ('of', 0.029579225048393214), ('transforming', 0.016315189095556504), ('genes', 0.043881068005489084), ('by', 0.029933993281765662), ('d', 0.028151737897212273), ('##na', 0.03914032772768459), ('trans', 0.0512555016404143), ('##fect', 0.07732775023368342), ('##ion', 0.04366477942127466), ('into', 0.1666637621540846), ('ni', 0.1762828082351779), ('##h', 0.3671871321705884), ('##3', 0.3665745470349566), ('##t', 0.19314586257726415), ('##3', 0.14921438709199855), ('cells', 0.7312508643786332), ('.', 0.05254455521790657), ('[SEP]', 0.0)]}, '[SEP]': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('a', 0.045841321888013695), ('series', 0.004233568410162957), ('of', 0.020133661698256523), ('e', 0.0429704390105691), ('##pit', 0.01174504391532936), ('##hel', 0.06615242914218249), ('##ial', 0.09066499380506306), ('cell', 0.538485696345078), ('lines', 0.31009328554737015), ('and', 0.04505930741707729), ('a', 0.0019042235272721296), ('single', 0.11570640276586798), ('fi', 0.022040918386912422), ('##bro', 0.03929081867798923), ('##blast', 0.10817636894041767), ('cell', 0.24319060360925884), ('line', 0.2094476497869503), ('established', 0.07707641980969022), ('in', 0.11991582516615167), ('this', 0.09849089343106086), ('way', 0.07206449306607564), ('were', 0.05479978297810013), ('anal', 0.03213821888995807), ('##ys', 0.04845698137891427), ('##ed', 0.059812143354431885), ('for', 0.02237181985776998), ('the', 0.06583801075874383), ('presence', 0.03161209671186117), ('of', 0.03572249200444115), ('transforming', 0.04609347418785678), ('genes', 0.08136136408203239), ('by', 0.018870179853166632), ('d', 0.07719853161133608), ('##na', 0.03864531960010626), ('trans', 0.05236619087121357), ('##fect', 0.09553500418481989), ('##ion', 0.09668930626571247), ('into', -0.015613818369071407), ('ni', 0.12929357095685548), ('##h', 0.14136316383395398), ('##3', 0.1547443616812245), ('##t', 0.09997651521366023), ('##3', 0.1335327562833591), ('cells', 0.532205901322548), ('.', 0.050883411624585144), ('[SEP]', 0.0)]}}"
191,"{'t': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('t', 0.0453351095779555), ('-', 0.1261270628936561), ('cell', 0.204355862933023), ('lines', 0.10544427475969023), ('established', 0.03101952446991861), ('from', 0.01784090900917436), ('human', -0.0009035953248656437), ('t', -0.0037568603949265935), ('-', -0.004745178358671139), ('cell', 0.028621612746212933), ('le', 0.007323205251979817), ('##uke', 0.005630079594410697), ('##mia', 0.009488426411497202), ('-', 0.004125848216884439), ('l', -0.00012668508885622768), ('##ymph', 0.007371722147364835), ('##oma', 0.009411893262344996), ('virus', -0.012137505012395947), ('associated', 0.01371303225015043), ('t', 0.03771019443809621), ('-', 0.06943298400662208), ('cell', 0.07935567492600278), ('neo', 0.015295923553977719), ('##p', 0.007245157336766873), ('##lasia', -6.924341020974628e-07), ('##s', -0.001992026569142817), (',', -0.0012519838982242128), ('in', 0.009452711595382001), ('contrast', -0.004957296582770319), ('to', 0.009808343310006356), ('the', 0.013509785796038008), ('t', 0.01935150743095804), ('-', 0.014857826963863828), ('cell', 0.07415291155219092), ('acute', 0.016598179577372595), ('l', 0.005542715149283852), ('##ymph', -0.0032648343738772042), ('##oc', -0.0008535480174278662), ('##ytic', 0.0065136606171710895), ('le', 0.025711568883417264), ('##uke', -0.0009641761957136265), ('##mia', 0.0015857539897656551), ('cell', 0.09415586338562369), ('lines', 0.03637841215144952), (',', 0.013427819299032332), ('expressed', 0.001391718363990052), ('both', 0.009987599552529296), ('d', 0.00995440516893671), ('##r', 0.016322444255872714), ('anti', 0.013763419656350947), ('##gens', 0.003997348300757475), ('and', 0.005138552296383194), ('d', 0.012212315714601468), ('##r', 0.013527186978170241), ('alpha', 0.0005849225251753048), ('m', 0.0019604672773779067), ('##rna', 0.015271518662871067), (';', 0.0034437295404343223), ('the', 0.011189416702864862), ('hp', 0.012446653386785305), ('##ai', 0.006348411523400082), ('##i', 0.0049315532345545945), ('sites', -0.0008137766170550323), ('within', 0.010362173553890167), ('the', 0.0275831536608121), ('b', 0.009454578879508948), ('##gli', 0.010913870694860175), ('##i', 0.013187804027133727), ('fragment', -0.0019482658023221094), ('of', 0.021466501914137865), ('d', 0.00904291737591039), ('##r', 0.022413507859323663), ('alpha', -0.013039711503032275), ('d', 0.0023264014483811144), ('##na', 0.0010343642391536358), ('of', 0.01194526545831133), ('these', 0.028297276921410354), ('human', 0.014719872210260701), ('t', 0.00567926989873953), ('-', 0.0059769640774489695), ('cell', 0.045401359466901395), ('le', 0.00012093511184586344), ('##uke', 0.011226557620893514), ('##mia', 0.033786140963112464), ('-', 0.0013470078705368842), ('l', 0.002716200945506089), ('##ymph', 0.022008715076054737), ('##oma', 0.003351012970528683), ('virus', 0.1650518434870629), ('-', -0.07693674040762906), ('positive', -0.17961476248823224), ('t', 0.13404497137025148), ('-', 0.30984808885778237), ('cell', 0.7533788388544594), ('lines', 0.37010557402578614), ('were', 0.013933269551957679), ('in', 0.027205712245051576), ('all', 0.019048608960097163), ('cases', -0.00047206799319431336), ('at', 0.01645321406593704), ('least', 0.009410660668530878), ('partially', 0.00038714652070216676), ('un', 0.010600873862503976), ('##met', -0.0016972940666924233), ('##hyl', -0.02062970775452138), ('##ated', -0.009314965676141382), ('.', 0.015305166925725552), ('[SEP]', 0.0)]}}"
192,"{'ka': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('in', 0.10049006185295471), ('contrast', 0.041016699510223076), (',', 0.08238511970423244), ('ka', 0.17439326445045583), ('##to', 0.17528272351453103), ('ii', -0.12323120273595994), ('##i', 0.19266412898920218), ('cells', 0.8888427898831229), ('expressed', 0.18912300013872108), ('membrane', -0.06730824552478305), ('c', 0.06387523786227965), ('##x', 0.1301477966024441), ('##c', 0.05456672233940548), ('##r', 0.056993014291350924), ('##4', 0.09184439801952339), ('.', 0.04439140228612217), ('[SEP]', 0.0)]}}"
193,"{'cells': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', 0.012896811361931843), ('results', 0.012453422463241215), ('of', 0.02099713141880259), ('this', 0.028271707764691744), ('study', 0.02324786980759215), ('show', 0.007828032738601326), ('that', 0.03120485266583225), ('fox', 0.014713214783395514), ('##o', 0.04726239741430932), ('##3', 0.020535180029813478), ('##a', 0.026232819207095238), ('directs', 0.023744393686164773), ('an', 0.02044544917839183), ('anti', 0.00935586411161527), ('-', 0.02790120781328559), ('car', 0.02198106063213723), ('##cin', 0.007559312996585068), ('##ogenic', -0.0025247117301552837), ('transcription', -0.009910949765923239), ('program', 0.003445268053387932), ('that', 0.02909697535878259), ('cu', 0.012872981037171438), ('##lm', 0.011039874669371254), ('##inate', 0.01971543358329842), ('##s', 0.02668430946043746), ('in', 0.022327216204855022), ('the', 0.03375958408435618), ('elimination', 0.045678195321965646), ('of', 0.035519677748809646), ('car', 0.019194220174267744), ('##cin', 0.036363008713216224), ('##ogen', 0.042553925753579865), ('-', 0.12194146280241623), ('damaged', -0.018432087833171393), ('cells', 0.9649676027124162), ('.', 0.1835850335873272), ('[SEP]', 0.0)]}}"
194,{}
195,{}
196,{}
197,{}
198,{}
199,{}
200,"{'cell': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('notch', 0.08635207917375341), ('proteins', 0.03707164505508585), ('are', 0.038719333599971165), ('plasma', 0.10196748484547342), ('membrane', 0.05306569605873644), ('-', 0.09573514287789786), ('spanning', 0.02163664687776919), ('receptors', 0.1326705357160781), ('that', 0.058220461169519414), ('media', 0.06063326530920353), ('##te', -0.02941004410275228), ('important', 0.1415490321128265), ('cell', 0.7553570643527575), ('fate', 0.5296590496607382), ('decisions', 0.1898174850525538), ('such', 0.017763906528655175), ('as', 0.06258845917081574), ('differentiation', 0.09476416888721224), (',', 0.04121339048612295), ('proliferation', 0.08086355406145412), (',', 0.050319857893577936), ('and', 0.038493701101375934), ('a', 0.01347119603170136), ('##pop', 0.04909518317810012), ('##tosis', 0.05665613794948834), ('.', 0.05342959656985603), ('[SEP]', 0.0)]}}"
201,"{'n': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('it', 0.011178205549138296), ('is', 0.012910531246178341), ('suggested', 0.01323598665313871), ('that', 0.05257548348595967), ('mm', 0.030714580925448813), ('##p', 0.048614065262784945), ('-', 0.07615740227879594), ('9', 0.034598380522970686), ('may', 0.020282794989730547), ('have', 0.03399611232845474), ('a', 0.04161806251540272), ('role', 0.03988892452734826), ('in', 0.00867925959824956), ('the', 0.01031313471274681), ('l', 0.028277050962865286), ('##mp', 0.023537069421671525), ('##1', 0.020003866473448848), ('-', 0.006767218095632909), ('induced', 0.04066880990105108), ('acceleration', -0.005769964233663368), ('of', 0.016900161534941928), ('invasion', 0.025154211697638193), ('and', 0.036258903114599596), ('meta', 0.038337565240719386), ('##sta', 0.043203045589553596), ('##sis', 0.05032314696022351), ('of', 0.10639665557784334), ('n', 0.07367585265633293), ('##p', 0.0886439088849612), ('##c', 0.3196260774573852), ('cells', 0.9151365324822032), ('.', 0.07458499730638027), ('[SEP]', 0.0)]}}"
202,"{'me': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('in', -0.023928540637011442), ('addition', -0.012986402424740806), (',', -0.018913425983781398), ('a', -0.041132327375014134), ('reduction', -0.04447020650978044), ('in', -0.028201866532465338), ('tumor', 0.002038684296358761), ('volume', -0.03533325280114799), ('of', -0.020790191801501084), ('g', 0.019748453351527265), ('##rm', -0.03524873262570137), ('##1', -0.07291171890507893), ('-', -0.28935804298769385), ('mouse', 0.7938313181512842), ('-', -0.1542976142501488), ('me', 0.13570556496424394), ('##lan', 0.026445584996533503), ('##oc', 0.13115258987027137), ('##ytic', 0.3997520704204267), ('-', 0.18865458838933707), ('all', 0.07723050823769502), ('##og', -0.0824823424712256), ('##raft', -0.019888980843963854), ('##s', 0.015831734105324086), ('was', 0.02524883082181443), ('detected', 0.0044695202601149064), ('in', 0.005143064060285717), ('the', 0.0024365592861637607), ('presence', 0.006902598768363527), ('of', 0.00034485510841812564), ('small', 0.01139369466292142), ('interfering', 0.0032539760131968503), ('a', 0.010323811563986807), ('##kt', 0.012663636545436861), ('##2', -0.02270216569810099), ('r', 0.012583543421323909), ('##na', -0.013725936749900431), ('(', -0.00025486636146306436), ('si', -0.004554028033060856), ('##ak', 0.008284263476845907), ('##t', 0.004467457189112408), ('##2', -0.012047083290611035), (')', 0.008406705361513628), ('.', 0.025372641004835505), ('[SEP]', 0.0)]}, '##lan': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('in', 0.0019794816052285647), ('addition', 0.007921137261547898), (',', 0.012461560321619615), ('a', 0.0065372457854182536), ('reduction', -0.03111580533342608), ('in', -0.008509146249383943), ('tumor', 0.04946198134910141), ('volume', -0.004076884077571115), ('of', 0.011413358112381521), ('g', 0.013407251446161379), ('##rm', -0.028465152979522564), ('##1', 0.040196488683863274), ('-', 0.00654682491016907), ('mouse', -0.71471008771494), ('-', 0.14926578614543357), ('me', 0.4408494466924718), ('##lan', 0.4757998207829354), ('##oc', 0.002751249887286817), ('##ytic', -0.05509359909289053), ('-', 0.10226784291829136), ('all', 0.0440422386876026), ('##og', 0.015291337432079836), ('##raft', 0.10425172826393336), ('##s', 0.04977688669025875), ('was', 0.05709443618631393), ('detected', 0.008853335769386598), ('in', -0.011795535185242428), ('the', -0.010301473112258243), ('presence', 0.006714973570766357), ('of', -0.004557345963437321), ('small', -0.0009224262656359333), ('interfering', -0.022531070675927394), ('a', -0.002096884855423718), ('##kt', -0.055501882372620874), ('##2', 0.019432493846680898), ('r', -0.0024329383477041527), ('##na', 0.008925273364978985), ('(', 0.0186143875217443), ('si', 0.018993229747344718), ('##ak', 0.009170749425393794), ('##t', 0.0394162455929566), ('##2', 0.014858216291985507), (')', 0.011241529144775615), ('.', 0.01445589748145218), ('[SEP]', 0.0)]}}"
